,Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
407,Agente,EPMC,1050131.53,1012725.2,998205.28,1009834.42,1057696.33,1203593.45,1256727.35,1336769.52,1418116.87,1459476.04,1531774.52,1557220.66,1534224.24,1536148.95,1540233.35,1552189.08,1514463.98,1477855.69,1564954.47,1565611.46,1486855.22,1361408.4,1237163.09,1113390.86,2016-02-12
408,Agente,EPMC,1031378.8,997732.95,981851.42,985031.7,1034665.41,1092209.37,1149146.26,1247271.11,1322578.17,1388617.01,1451703.03,1478914.07,1461350.66,1407156.66,1350621.15,1341805.95,1391367.57,1340385.05,1434518.3,1432011.95,1367791.78,1246525.56,1125375.62,1043307.68,2016-02-13
409,Agente,EPMC,962139.85,946729.4,924006.79,914115.72,932913.21,950830.59,935408.79,999775.99,1070822.78,1142058.38,1195423.25,1218651.79,1236047.35,1206032.93,1172322.53,1163883.89,1141746.95,1156862.99,1294027.36,1347043.85,1308790.46,1233957.47,1112083.11,1081503.45,2016-02-14
410,Agente,EPMC,992647.59,962526.53,944486.51,956713.33,1060638.04,1181876.32,1259271.89,1351432.79,1393967.71,1483610.25,1559469.74,1594652.51,1574687.59,1553788.55,1574726.19,1568607.58,1550068.62,1501081.72,1607364.04,1612924.18,1541044.26,1405465.39,1284137.13,1145761.76,2016-02-15
411,Agente,EPMC,1050718.76,1029506.48,1000709.87,1012398.12,1100390.77,1223457.8,1289470.72,1376105.87,1465481.27,1509748.16,1558746.72,1616709.84,1595733.65,1562384.22,1570870.62,1571578.62,1561709.07,1514455.06,1605361.63,1619273.21,1538396.79,1428470.64,1273430.07,1165644.71,2016-02-16
412,Agente,EPMC,1063115.41,1017796.82,1002926.13,1018203.93,1077458.79,1213982.23,1280965.89,1353551.62,1428955.29,1483961.13,1562796.2,1614749.28,1604815.45,1582442.29,1584592.08,1588747.68,1568586.5,1503793.87,1578667.6,1611644.49,1524344.02,1393694.61,1249719.51,1055380.73,2016-02-17
413,Agente,EPMC,1063291.54,1029094.19,1014846.73,1030792.98,1106056.28,1253563.34,1308842.11,1382543.51,1463467.3,1523929.64,1593090.62,1626378.65,1585555.09,1576491.46,1583993.36,1575512.29,1561406.23,1537574.77,1631624.66,1650295.83,1547290.11,1426918.38,1289205.93,1205258.64,2016-02-18
414,Agente,EPMC,1090030.77,1036053.69,1017838.76,1035247.11,1104222.24,1229730.87,1304786.7,1378569.54,1430847.24,1498863.2,1537892.81,1610273.2,1601843.35,1551218.83,1549445.18,1580621.44,1541654.07,1488879.05,1552279.2,1597361.79,1528422.92,1420028.52,1255114.13,1162379.22,2016-02-19
415,Agente,EPMC,1083088.51,1047141.18,1043717.33,1031412.01,1066980.36,1117332.21,1202424.26,1297145.89,1374105.01,1448096.73,1495180.27,1511565.7,1493648.84,1452961.35,1419172.13,1395469.31,1355692.81,1355368.99,1488589.39,1494851.78,1436336.11,1291694.66,1179147.52,1067495.77,2016-02-20
416,Agente,EPMC,1015497.82,978478.85,951042.69,944681.33,946018.1,961437.87,953861.72,1017053.59,1086166.26,1143576.47,1192103.71,1229461.7,1242944.56,1238878.6,1210827.26,1196104.49,1177247.24,1156041.27,1290835.25,1335014.11,1309287.55,1231619.9,1096010.89,1026609.59,2016-02-21
417,Agente,EPMC,990262.89,979227.29,953621.82,959524.68,1028693.39,1189191.11,1254269.6,1336540.46,1410713.17,1467472.87,1501653.62,1601647.73,1541491.86,1513222.82,1558553.37,1557750.87,1560742.71,1512983.73,1578616.63,1617481.81,1525408.02,1382155.99,1241385.07,1094742.13,2016-02-22
418,Agente,EPMC,1031474.12,1006906.51,989983.23,1001439.66,1063943.71,1217197.2,1314163.34,1368017.27,1446655.11,1487566.41,1581019.99,1612611.16,1580874.19,1567135.0,1587784.8,1569019.4,1562603.8,1533249.39,1627991.27,1626474.09,1538777.4,1392330.88,1278724.89,1131937.37,2016-02-23
419,Agente,EPMC,1054576.01,1020767.5,1012208.55,1024125.73,1103995.59,1234688.8,1325826.84,1381644.37,1460184.54,1517932.04,1577268.93,1610477.85,1577209.81,1559222.51,1560654.75,1568270.91,1550361.05,1531843.27,1610697.08,1625889.85,1519796.54,1410188.5,1270019.4,1120831.95,2016-02-24
420,Agente,EPMC,1056232.69,1018172.13,1021245.03,1044943.92,1099722.72,1254302.39,1323504.32,1370627.18,1446293.62,1521785.35,1570527.07,1583359.66,1559313.46,1536684.3,1522163.74,1542411.9,1544094.62,1511421.53,1580199.22,1606829.46,1505269.35,1416572.46,1237981.9,1119718.46,2016-02-25
421,Agente,EPMC,1055766.96,1025146.44,1017305.25,1031963.0,1089800.35,1225984.48,1284171.17,1360516.18,1447663.73,1496065.98,1571710.69,1601880.4,1574281.39,1560211.61,1568457.85,1570843.07,1547774.12,1521934.85,1606934.66,1611419.24,1514571.94,1412327.25,1300232.91,1163196.48,2016-02-26
422,Agente,EPMC,1072854.01,1042288.91,1030424.5,1034926.81,1069245.28,1124194.36,1179196.31,1285944.71,1369454.46,1440256.93,1485686.32,1521187.86,1504610.23,1455424.05,1398963.87,1380192.69,1368192.89,1338695.19,1447214.04,1512091.35,1429015.18,1347881.12,1187811.07,1114670.2,2016-02-27
423,Agente,EPMC,1052291.06,991349.03,960979.22,960327.33,967027.77,972572.71,983440.16,1033087.01,1117129.54,1168593.36,1214283.62,1265349.28,1281562.8,1245772.64,1222287.76,1218164.65,1185717.19,1172468.18,1324922.27,1392517.82,1325379.24,1281048.4,1189642.28,1084403.59,2016-02-28
424,Agente,EPMC,1019200.58,984968.62,962076.62,969662.28,1043877.38,1175830.57,1259427.13,1345842.65,1423115.61,1505156.28,1539477.17,1613179.4,1593051.69,1572031.88,1586366.02,1568964.36,1584757.02,1521579.02,1608787.18,1638306.59,1583658.12,1439777.51,1250242.24,1133334.27,2016-02-29
425,Agente,EPMC,1052965.28,1010660.91,1000894.04,1029837.37,1090177.41,1219024.89,1278990.62,1383014.34,1437231.07,1505343.78,1577102.08,1597506.18,1576784.79,1559224.5,1558075.83,1562920.76,1560832.55,1505644.02,1591835.19,1619591.67,1532505.5,1416076.21,1289861.76,1142325.02,2016-03-01
426,Agente,EPMC,1041315.9,1023019.78,1014117.74,1031824.27,1105348.75,1206397.19,1300663.28,1338930.04,1426933.42,1477410.83,1538245.87,1576242.53,1544887.84,1527201.93,1531812.67,1516462.57,1525306.61,1524089.8,1642123.19,1630062.94,1542564.59,1406703.85,1286297.01,1166752.1,2016-03-02
427,Agente,EPMC,1083779.94,1052538.59,1038228.87,1046120.61,1115440.85,1234509.61,1324070.29,1420028.3,1467903.11,1529855.55,1532895.94,1590971.59,1595640.51,1542830.38,1546802.25,1569373.08,1555741.06,1528720.13,1592617.82,1607726.23,1566279.49,1425406.19,1265356.49,1150853.21,2016-03-03
428,Agente,EPMC,1088413.09,1045987.31,1032541.96,1031088.27,1104160.17,1220676.84,1275957.82,1358299.92,1396652.37,1487368.33,1567057.64,1572018.17,1580715.31,1571930.09,1569621.26,1560221.88,1554296.02,1479060.86,1575176.41,1603773.97,1522285.5,1437928.89,1252513.82,1172360.62,2016-03-04
429,Agente,EPMC,1088694.82,1044319.23,1019599.08,1015073.32,1047482.35,1107916.37,1162374.75,1235992.77,1359996.8,1446414.7,1488798.74,1531426.75,1510729.43,1445432.59,1413310.88,1382773.25,1389608.55,1377756.0,1490418.98,1506533.04,1429274.49,1295844.04,1202641.32,1120615.09,2016-03-05
430,Agente,EPMC,1013433.23,988632.27,944295.33,932302.66,931159.67,941884.02,956330.25,1010731.43,1071553.2,1138650.68,1168891.69,1194455.79,1194350.85,1231102.45,1155233.41,1149974.7,1142569.89,1152072.83,1261919.51,1339538.8,1296006.62,1196432.72,1095741.84,1027445.74,2016-03-06
431,Agente,EPMC,978199.66,950846.6,939677.17,950982.5,1027483.59,1153375.43,1235386.74,1297240.44,1408076.24,1439976.28,1516042.1,1551479.37,1517258.01,1517608.27,1531730.18,1517216.87,1503654.1,1485004.09,1558270.38,1561744.83,1476881.53,1393583.37,1213033.57,1077886.78,2016-03-07
432,Agente,EPMC,1018195.1,990201.25,969439.07,988132.28,1067306.12,1195004.13,1248886.35,1308177.4,1394142.53,1441455.44,1528900.37,1568513.3,1512135.85,1517458.18,1480677.86,1545986.03,1547281.02,1474715.0,1543309.66,1552336.06,1478073.69,1372438.17,1225846.61,1098292.8,2016-03-08
433,Agente,EPMC,1040957.98,1013479.14,1002482.35,1015287.87,1087411.96,1218887.82,1273165.16,1364424.31,1404106.6,1477659.51,1532632.47,1570587.22,1553726.41,1527262.85,1512731.12,1552326.36,1541158.77,1518865.6,1540114.66,1574684.07,1491951.63,1374919.23,1211403.63,1109902.92,2016-03-09
434,Agente,EPMC,1050340.6,1011770.63,1003486.11,996731.45,1075531.37,1206837.74,1276276.8,1341105.53,1402931.32,1433987.21,1499766.65,1554526.25,1530847.24,1503351.39,1539038.12,1519931.55,1555148.52,1481913.42,1537839.07,1517501.95,1445625.74,1335285.04,1197335.17,1084604.47,2016-03-10
435,Agente,EPMC,1034536.71,995344.94,976574.63,995957.14,1063755.66,1183124.95,1258481.78,1343528.98,1407589.4,1447026.88,1494551.21,1531317.82,1515262.56,1492385.51,1501343.03,1513136.58,1492329.68,1450745.5,1506497.93,1516235.29,1426589.64,1316919.91,1193860.54,1111555.16,2016-03-11
436,Agente,EPMC,1048099.49,1018601.97,1002455.99,1014806.99,1045736.72,1092058.13,1145487.5,1246043.17,1348485.55,1407585.79,1462520.53,1486484.59,1461237.9,1405087.77,1363464.3,1353536.81,1322180.34,1341376.87,1420949.84,1404229.86,1318875.98,1219676.65,1109361.37,958890.62,2016-03-12
437,Agente,EPMC,962625.49,935395.47,915595.07,888543.57,888118.62,899227.29,879948.53,925211.02,1007949.24,1072647.86,1115081.65,1186829.87,1188501.53,1156530.96,1148450.1,1134233.63,1131148.05,1136744.81,1224217.22,1269072.25,1233532.87,1167350.7,1084620.15,1029143.12,2016-03-13
438,Agente,EPMC,942420.28,917230.11,916395.13,930579.56,992539.1,1130682.55,1208494.06,1302555.42,1349876.95,1441913.79,1498399.89,1492798.28,1473932.26,1468715.07,1477524.76,1468909.46,1453992.16,1441754.7,1488630.21,1497092.08,1418953.66,1317319.01,1190327.0,1076469.93,2016-03-14
439,Agente,EPMC,1011694.79,978682.62,969784.31,973455.87,1049809.08,1181417.58,1247854.75,1325040.5,1400084.64,1432168.12,1483545.04,1537824.76,1504520.29,1494144.31,1503314.53,1501611.46,1506523.83,1460711.95,1503092.56,1527860.07,1450120.95,1371570.54,1202350.68,1085596.87,2016-03-15
440,Agente,EPMC,1034024.02,1011274.64,989829.42,994693.18,1090187.05,1198165.97,1272880.9,1316602.67,1382007.14,1432283.63,1508032.18,1519081.07,1515033.02,1493043.74,1493367.59,1481924.32,1466192.79,1434428.53,1518599.9,1531863.85,1461388.35,1355362.52,1238233.57,1142501.92,2016-03-16
441,Agente,EPMC,1029682.65,1004654.47,989347.31,997051.48,1066858.55,1201417.07,1250880.46,1318340.75,1418232.06,1456957.61,1522345.91,1538824.36,1512006.79,1475345.43,1473410.75,1488367.51,1478484.57,1435293.92,1500065.08,1479825.93,1403009.77,1310012.14,1246979.09,1076409.75,2016-03-17
442,Agente,EPMC,988735.96,978674.9,968040.32,986210.71,1069082.91,1186907.14,1241709.23,1323034.17,1395761.69,1447429.12,1517364.01,1552001.06,1523390.38,1501173.41,1513896.31,1498504.92,1463683.34,1424937.59,1494143.12,1485561.51,1411318.13,1303459.95,1209898.21,1120865.05,2016-03-18
443,Agente,EPMC,1044811.51,992578.19,979524.9,983318.54,1012584.64,1069151.27,1126418.51,1233163.81,1307248.46,1366630.45,1436959.51,1461756.77,1445513.44,1389689.85,1324132.54,1301947.45,1298494.73,1303029.11,1364005.9,1408246.76,1326324.89,1231046.53,1089939.29,981367.78,2016-03-19
444,Agente,EPMC,992856.23,946868.83,893166.13,888235.85,892774.41,905871.83,908254.83,967267.4,1015791.56,1073293.69,1135748.68,1147412.77,1168193.33,1141259.7,1110657.59,1094169.95,1117525.52,1105002.65,1209660.99,1240707.05,1190594.21,1138106.58,1063022.91,1031428.8,2016-03-20
445,Agente,EPMC,942281.5,892160.18,875559.78,879328.85,900863.46,928822.04,935078.46,988095.44,1058524.19,1142842.72,1189259.6,1235367.19,1254929.25,1219719.21,1172869.5,1163392.79,1140108.14,1140993.19,1273371.09,1301155.72,1246028.29,1168477.14,1070239.16,1027744.05,2016-03-21
446,Agente,EPMC,974180.2,916760.11,902809.58,910914.67,955059.51,1023383.06,1101088.34,1212667.75,1310291.2,1360624.91,1401325.87,1449473.14,1439450.05,1420532.77,1404026.94,1394688.63,1347444.13,1336429.14,1435716.33,1439148.08,1355124.8,1232342.5,1123573.14,1033148.57,2016-03-22
447,Agente,EPMC,957110.59,911470.88,896900.79,918578.66,943204.4,1000700.41,1060761.46,1161613.34,1234007.21,1308707.67,1368780.99,1402198.13,1394039.85,1373172.12,1361392.64,1353096.55,1329959.35,1293262.82,1364800.23,1388042.36,1325931.7,1213929.56,1104022.79,944933.46,2016-03-23
448,Agente,EPMC,933830.22,902536.57,874416.2,891046.02,888542.04,891782.59,885908.77,930099.04,981755.82,1036331.69,1075978.21,1119527.58,1132613.85,1115327.21,1094983.12,1081990.76,1066227.85,1058969.39,1169447.77,1200306.56,1128133.26,1044956.09,983324.82,926791.31,2016-03-24
449,Agente,EPMC,858929.78,843967.34,792476.8,780027.66,786288.04,785795.04,787244.11,857874.41,903599.43,975018.06,973983.25,1007107.4,1020791.42,1012957.79,996034.3,975858.0,989738.71,975994.74,1068528.55,1108011.27,1063712.0,1033669.15,986459.63,930796.94,2016-03-25
450,Agente,EPMC,880866.11,814299.44,794549.78,800762.98,825066.07,842608.6,884641.59,945403.06,1040562.34,1130250.6,1194875.54,1221292.57,1224412.71,1192163.89,1170189.36,1151034.83,1126207.45,1141906.19,1241794.72,1262966.72,1199473.53,1125537.04,1045559.28,975218.61,2016-03-26
451,Agente,EPMC,943138.7,882318.7,853318.24,854182.02,861373.59,862250.85,859354.4,922930.01,980121.51,1001602.4,1082082.82,1109494.36,1136065.7,1121440.53,1102227.1,1096318.47,1084747.6,1099630.21,1221762.34,1241785.84,1201829.44,1133113.7,1056328.49,1038391.48,2016-03-27
452,Agente,EPMC,935313.41,914215.68,899649.16,912684.53,988511.98,1097689.14,1183058.37,1274366.06,1355263.69,1402083.48,1470557.89,1513245.89,1492171.46,1481089.27,1483256.28,1492559.27,1491089.35,1442920.69,1503769.42,1501248.48,1464659.26,1317398.5,1185536.09,1068800.43,2016-03-28
453,Agente,EPMC,1011823.36,990108.72,977427.71,972976.25,1049396.61,1167112.92,1227711.57,1277529.92,1373860.33,1425981.49,1501975.78,1550863.59,1520488.39,1511650.67,1502064.08,1493127.17,1478270.71,1436063.32,1535109.28,1551158.5,1479342.91,1390626.87,1261818.07,1162313.51,2016-03-29
454,Agente,EPMC,1039958.49,998991.25,991539.77,999157.19,1071450.79,1191870.28,1239566.27,1326531.77,1397880.66,1447590.54,1514191.81,1550633.65,1540338.33,1504695.24,1506603.54,1501780.9,1487509.84,1459791.76,1510993.57,1482367.71,1397414.54,1290414.65,1172969.33,1048850.2,2016-03-30
455,Agente,EPMC,992175.58,959318.99,952540.01,968459.68,1010953.77,1105041.89,1214090.9,1287933.44,1355028.96,1393356.68,1451964.26,1485650.79,1463282.51,1430294.65,1453527.33,1440867.79,1427509.78,1402889.97,1485017.35,1477625.34,1418932.55,1298800.25,1182859.33,1138361.96,2016-03-31
456,Agente,EPMC,1018271.25,962036.77,951135.0,961515.48,1060948.68,1156073.71,1211674.34,1291866.51,1364095.94,1415505.87,1468044.73,1518358.91,1499289.02,1464529.37,1456414.58,1478094.73,1449477.94,1422990.86,1476260.34,1459734.79,1375264.36,1260473.51,1142506.04,1037023.83,2016-04-01
457,Agente,EPMC,971973.97,940636.44,932844.17,938401.37,981761.15,1034412.95,1095434.69,1183097.22,1247475.75,1294851.63,1354881.08,1383898.12,1378428.45,1346234.72,1293120.57,1275091.46,1260727.06,1280899.17,1330852.8,1357085.66,1297963.82,1201001.67,1059702.52,970809.71,2016-04-02
458,Agente,EPMC,906455.83,872791.05,860309.66,851045.31,852893.51,845022.59,855779.48,919483.63,982962.27,1037427.19,1088909.81,1137119.11,1138293.28,1136719.14,1105738.7,1078695.18,1064017.09,1062228.19,1162501.84,1232670.49,1184930.46,1105575.86,1049335.53,992829.06,2016-04-03
459,Agente,EPMC,919713.71,898031.05,880619.82,911212.26,980492.79,1106722.86,1161180.41,1263215.28,1328848.79,1395711.04,1447669.71,1483632.37,1466291.89,1453373.21,1467162.88,1460822.84,1444929.53,1414717.98,1511789.13,1519666.37,1428121.85,1302578.78,1164674.8,1053000.16,2016-04-04
460,Agente,EPMC,999282.26,959017.7,937531.91,947538.21,1020289.19,1145134.98,1216632.26,1313519.09,1378879.83,1435029.27,1497028.41,1533536.36,1501662.68,1488053.34,1470211.53,1468176.28,1460021.84,1468492.61,1548843.77,1527769.93,1436244.49,1299169.82,1166052.55,1069777.19,2016-04-05
461,Agente,EPMC,1013642.77,979694.52,973403.01,987312.75,1062725.01,1188648.48,1240380.25,1266389.14,1368120.49,1420723.96,1484810.61,1503203.67,1464734.58,1458622.48,1475755.71,1483777.73,1518933.3,1424780.37,1524558.17,1533349.3,1447103.4,1324005.92,1185527.91,1074339.82,2016-04-06
462,Agente,EPMC,1004130.97,978913.3,963730.78,978571.22,1042790.54,1130260.33,1240720.97,1312366.41,1387862.75,1430836.23,1497373.1,1525670.43,1500166.61,1479100.63,1470019.36,1470625.35,1457450.35,1440897.97,1537112.86,1533306.11,1443206.39,1318840.34,1201267.92,1158425.49,2016-04-07
463,Agente,EPMC,1031549.6,990582.74,975036.02,1004367.07,1079052.69,1194570.69,1245981.85,1290878.61,1371008.55,1447711.28,1503245.07,1559347.4,1536126.54,1503132.52,1512464.98,1513704.36,1505363.01,1456896.81,1492118.98,1528071.16,1460421.59,1329377.07,1212803.21,1101975.53,2016-04-08
464,Agente,EPMC,1028038.53,981470.03,969397.05,982982.85,1008738.3,1061590.08,1126879.48,1203895.25,1275140.99,1345256.64,1395130.07,1425216.74,1410794.28,1352908.45,1314147.9,1283875.24,1278385.5,1288416.7,1396398.29,1393372.4,1299334.82,1181004.22,1063441.38,1009492.12,2016-04-09
465,Agente,EPMC,920833.5,878566.87,852784.65,845022.43,858782.37,864401.34,865190.79,944684.54,1007552.98,1058763.39,1105572.34,1158704.81,1161191.34,1128000.96,1100970.39,1075472.66,1063901.95,1083993.89,1213914.88,1240749.23,1211725.26,1123969.29,1049025.29,987371.83,2016-04-10
466,Agente,EPMC,935473.9,904488.82,890064.27,926078.07,1004456.46,1118907.22,1204432.07,1271861.04,1342739.25,1420255.14,1493177.51,1517389.92,1477759.78,1474869.35,1480388.54,1467242.6,1466356.28,1429095.44,1539827.27,1538255.22,1444986.5,1360702.55,1171113.74,1053342.97,2016-04-11
467,Agente,EPMC,999762.68,965069.04,963152.42,985863.41,1062861.17,1182757.35,1255850.4,1305550.55,1381566.06,1431852.7,1465959.66,1491838.83,1458242.57,1409700.84,1406977.13,1429002.79,1418998.26,1403390.45,1485193.56,1495264.01,1376245.16,1271254.45,1143301.91,989772.55,2016-04-12
468,Agente,EPMC,954909.07,955184.27,929674.33,951911.5,1012877.51,1113077.0,1176237.08,1293321.56,1383503.32,1408815.1,1466967.52,1498161.58,1484100.74,1459264.41,1479295.58,1483499.03,1455280.68,1424346.73,1520028.16,1517838.1,1422199.29,1283320.02,1129138.66,1108096.21,2016-04-13
469,Agente,EPMC,971491.43,955386.34,940667.03,950370.13,1025960.79,1153620.43,1229950.96,1279234.94,1375984.15,1419286.08,1462612.03,1516577.3,1481709.37,1459181.55,1496289.48,1491601.46,1484288.44,1419350.95,1499675.46,1545283.59,1484286.25,1335329.02,1201925.04,1092269.52,2016-04-14
470,Agente,EPMC,1017820.0,991719.39,987099.51,997984.26,1078052.78,1183709.7,1233384.2,1337759.3,1405742.58,1448125.51,1540871.05,1570395.5,1545474.88,1528681.23,1537720.38,1532481.07,1501033.23,1449237.21,1537316.0,1542955.13,1459543.49,1344900.4,1226104.61,1071770.51,2016-04-15
471,Agente,EPMC,1036681.68,1008638.62,989844.85,991064.69,1022645.57,1071090.02,1147865.83,1255813.59,1321414.5,1379589.9,1437260.99,1466528.92,1451140.0,1392349.13,1354432.22,1336107.62,1325070.75,1328162.12,1404988.15,1419677.88,1331180.97,1219580.45,1112158.24,1055164.55,2016-04-16
472,Agente,EPMC,978682.84,897044.95,872786.51,871417.09,880551.65,885802.85,901186.8,956826.58,1017870.98,1077203.88,1107278.42,1154999.08,1168563.16,1151326.81,1111866.3,1074007.55,1068949.37,1060123.69,1162032.74,1246379.94,1230690.39,1135261.19,1065830.32,976251.83,2016-04-17
473,Agente,EPMC,925113.43,895838.83,880239.36,889262.44,980296.97,1087777.1,1150617.13,1231776.0,1325890.35,1403858.35,1490451.86,1546549.26,1510635.37,1493429.6,1476210.29,1497794.93,1503380.84,1406722.21,1518509.41,1537385.55,1459049.91,1341758.17,1213589.66,1045386.29,2016-04-18
474,Agente,EPMC,884548.82,848232.11,838269.4,841751.07,913085.72,999545.23,1071511.32,1128665.49,1195308.9,1218935.8,1288521.38,1318975.14,1310259.64,1382255.2,1522183.38,1528391.02,1480653.57,1470607.35,1564914.9,1578478.21,1498828.03,1371643.85,1226902.9,1110380.94,2016-04-19
475,Agente,EPMC,1049226.19,1012669.98,1004273.2,995028.55,1035927.95,1187980.1,1231550.37,1289391.29,1374538.6,1444828.02,1512272.55,1525958.71,1497028.03,1497317.88,1503660.28,1510040.65,1492590.15,1456168.07,1546608.43,1590809.83,1506898.97,1346150.19,1220671.32,1107531.8,2016-04-20
476,Agente,EPMC,1063838.02,1007340.7,1000198.76,1017581.8,1086786.48,1222871.82,1265806.71,1362138.57,1427772.53,1482972.15,1549255.02,1591099.97,1573790.44,1549778.13,1562815.76,1542113.88,1539304.95,1488500.61,1586215.74,1588649.84,1509197.04,1368726.93,1209515.05,1194988.61,2016-04-21
477,Agente,EPMC,1047635.17,1027437.82,1025095.33,1031745.37,1102159.37,1205895.61,1286630.02,1385918.3,1415279.94,1502150.94,1559804.31,1583685.06,1540539.74,1548952.06,1552365.69,1549463.61,1521303.47,1477679.34,1564917.6,1582241.64,1482294.72,1369619.36,1238222.07,1074506.47,2016-04-22
478,Agente,EPMC,1076242.27,1030534.42,1007242.63,1011675.65,1051529.29,1102947.83,1165812.3,1258129.63,1348077.39,1404458.22,1460897.26,1484176.47,1466146.97,1421289.5,1371172.64,1355379.68,1336824.76,1351130.7,1459113.04,1443249.6,1360310.81,1264597.73,1144180.11,1059631.13,2016-04-23
479,Agente,EPMC,993370.59,978764.22,938991.66,922926.85,923852.35,951506.69,949345.38,975915.11,1053938.49,1126390.91,1160087.29,1213048.99,1215296.19,1178862.24,1156469.2,1134063.52,1131899.25,1178148.66,1292515.04,1285868.61,1231018.42,1139036.49,1069757.48,1010940.87,2016-04-24
480,Agente,EPMC,940652.78,919165.74,895120.54,924938.7,1005870.3,1112224.53,1181439.45,1260728.1,1323834.9,1374551.05,1447567.8,1492779.13,1491584.63,1490941.29,1500701.68,1504695.29,1479957.75,1460493.5,1556061.77,1561190.26,1478201.46,1339097.86,1200436.47,1079839.74,2016-04-25
481,Agente,EPMC,1009342.74,972275.27,971267.47,989678.78,1075493.68,1181215.11,1241584.72,1311138.16,1403494.39,1460608.4,1505787.43,1532260.07,1504573.04,1498660.5,1481934.37,1482077.69,1453909.63,1442584.14,1523298.73,1500566.22,1408780.51,1274545.31,1160289.25,1022496.25,2016-04-26
482,Agente,EPMC,929953.15,899709.12,880888.27,908573.76,953713.75,1063760.57,1159734.55,1224260.07,1318987.58,1356048.73,1425454.79,1444031.54,1430486.31,1416181.95,1409912.24,1393208.61,1374995.46,1357397.21,1469110.96,1437104.56,1351414.36,1229959.71,1127189.28,1039284.16,2016-04-27
483,Agente,EPMC,1094006.69,1049481.13,1022482.38,1005976.52,1080248.67,1207928.79,1309615.78,1375477.88,1422064.15,1430108.3,1476543.56,1506132.95,1508970.93,1485772.6,1475094.97,1434409.12,1457082.61,1454927.31,1544170.09,1530923.3,1448896.49,1362109.98,1243709.76,1134522.56,2016-04-28
484,Agente,EPMC,979632.1,974232.01,947331.62,962018.64,1041560.91,1141067.64,1229916.74,1310418.3,1398762.4,1496035.87,1529644.62,1510995.03,1488424.33,1476202.38,1481522.98,1489353.66,1474377.95,1457247.55,1514592.65,1525170.4,1451664.98,1325392.16,1187920.65,1026434.73,2016-04-29
485,Agente,EPMC,1023335.99,986596.98,972858.93,986874.34,1024820.15,1066522.97,1108323.12,1210356.12,1324624.25,1376660.23,1423732.42,1452584.28,1417898.28,1332787.46,1302574.83,1271664.68,1238550.56,1277992.83,1383151.3,1382313.58,1268173.44,1182336.41,1054478.09,1011756.33,2016-04-30
486,Agente,EPMC,910334.39,858351.31,835439.31,819418.59,819005.66,823479.78,821798.79,881272.41,956768.55,1017427.01,1057601.59,1095535.13,1105354.11,1080668.4,1053614.85,1045495.85,1030633.34,1036067.16,1165096.72,1218179.04,1166000.7,1101264.06,993080.99,898775.67,2016-05-01
487,Agente,EPMC,903226.95,869493.91,863242.04,871924.22,957404.54,1073182.8,1154988.33,1229578.47,1322164.62,1394673.96,1446976.84,1477473.84,1447719.82,1408711.32,1421010.14,1419313.15,1416376.08,1395353.16,1485809.07,1481924.54,1393841.85,1257022.35,1132399.86,1069615.11,2016-05-02
488,Agente,EPMC,950489.03,927442.32,921151.75,936642.77,1017064.47,1121031.42,1202595.06,1283209.98,1338196.95,1401268.07,1449402.49,1496344.29,1456179.83,1432712.71,1441091.07,1479021.7,1482560.84,1430953.1,1507751.02,1497650.18,1422484.55,1295798.51,1149059.7,1028883.91,2016-05-03
489,Agente,EPMC,965524.61,939754.43,924302.22,955795.14,1028666.79,1145447.1,1214418.55,1286496.1,1348209.99,1397653.1,1464527.16,1485557.65,1461481.14,1435694.8,1449140.51,1437510.58,1425282.01,1400329.85,1489858.58,1497695.41,1410324.34,1281483.63,1127299.32,1059484.56,2016-05-04
490,Agente,EPMC,984638.91,939493.34,926220.62,939969.96,1014371.14,1133636.16,1187746.07,1269316.03,1344279.14,1415507.22,1483165.79,1505315.41,1486055.15,1467843.86,1472465.67,1453983.01,1451524.56,1430790.64,1471642.96,1562758.69,1449662.9,1289484.06,1156164.65,1059844.31,2016-05-05
491,Agente,EPMC,1005135.36,971959.4,960056.31,975049.59,1054058.4,1150764.63,1233456.9,1324460.32,1389699.71,1390426.89,1457682.38,1507851.47,1454602.51,1455076.59,1449259.73,1438384.67,1436854.41,1381692.43,1467748.88,1460346.11,1388605.78,1308818.56,1127600.38,1033067.16,2016-05-06
492,Agente,EPMC,971044.95,930428.79,910053.46,934731.65,953962.88,1016045.96,1084197.77,1169515.8,1269477.38,1308286.42,1393142.02,1409215.91,1398273.28,1340931.18,1296138.04,1274201.61,1245016.77,1275299.03,1335841.23,1374393.14,1308497.41,1204252.48,1107543.72,969016.61,2016-05-07
493,Agente,EPMC,918951.23,871417.49,848370.92,841229.81,844043.31,831668.41,816922.04,879261.66,937159.13,1023330.34,1067206.76,1057293.76,1107671.78,1040061.56,1039090.94,1006966.36,986289.37,971873.07,1079323.47,1126188.14,1059325.49,1025791.27,932649.16,895104.23,2016-05-08
