,Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
1603,Agente,EPMC,1040221.92,1004045.11,995659.27,994932.94,1051306.28,1172059.18,1244545.06,1314828.72,1376975.23,1418925.5,1488260.35,1539971.81,1522756.24,1502615.27,1504649.0,1518096.25,1506807.35,1471384.22,1559103.34,1566534.45,1485739.13,1364710.29,1218612.97,1106764.65,2019-05-23
1604,Agente,EPMC,1017488.65,982776.9,962637.31,970111.54,1035171.88,1169273.32,1238767.93,1317811.12,1380482.05,1434449.39,1516211.75,1577163.18,1564572.7,1546385.82,1552165.76,1543808.37,1523465.42,1465576.35,1535701.55,1532272.47,1458803.59,1343767.78,1222757.23,1113047.47,2019-05-24
1605,Agente,EPMC,1041262.98,1000283.05,993242.99,986062.28,1016537.03,1056605.23,1115260.42,1225583.43,1315889.8,1351188.67,1424742.92,1462571.02,1455720.35,1412322.91,1357256.83,1345796.74,1323398.77,1301346.03,1394038.47,1421778.47,1349214.09,1242635.23,1129008.3,1034161.82,2019-05-25
1606,Agente,EPMC,962237.79,922441.1,897794.67,891050.51,884761.15,878214.21,861241.02,929730.84,1019287.4,1095527.24,1155803.66,1195019.75,1215150.82,1196009.95,1163971.96,1142578.72,1129554.33,1113363.24,1246641.22,1298367.25,1251606.17,1177656.47,1116991.37,1025039.55,2019-05-26
1607,Agente,EPMC,971643.74,924606.62,925097.38,930134.45,963698.95,1114089.93,1186711.4,1275226.26,1353354.34,1386804.4,1456548.78,1511202.41,1491546.71,1491169.15,1481992.87,1505096.02,1492913.36,1448393.01,1539107.11,1582628.0,1505277.81,1384241.07,1238084.32,1121036.28,2019-05-27
1608,Agente,EPMC,1023897.95,993603.05,972404.07,974964.53,1026959.25,1189971.62,1255233.07,1349032.74,1410579.01,1446997.62,1505123.79,1527882.26,1494231.03,1463331.59,1466511.04,1483030.72,1470580.9,1463436.53,1551811.47,1548735.95,1472052.02,1329880.24,1192214.02,1078761.15,2019-05-28
1609,Agente,EPMC,1015517.94,980080.43,953329.33,963642.24,1016963.35,1149100.01,1226405.58,1322848.07,1387405.94,1431122.27,1497522.33,1548216.01,1539551.58,1523899.91,1539436.58,1552932.54,1531733.72,1491942.21,1562383.89,1566289.58,1500445.62,1373156.17,1205105.21,1114359.0,2019-05-29
1610,Agente,EPMC,1033433.58,993623.78,973796.73,984083.52,1045040.22,1173747.76,1251182.74,1332283.87,1377973.41,1405990.07,1470586.19,1503768.28,1483844.46,1458151.0,1459829.41,1474254.5,1469247.95,1403131.14,1499659.0,1541306.91,1476626.96,1344782.6,1202685.24,1084384.01,2019-05-30
1611,Agente,EPMC,1007081.1,971547.06,950250.99,961031.04,1020401.76,1136350.95,1218026.42,1295312.95,1367088.4,1398680.05,1472480.25,1549100.75,1535948.12,1499995.0,1488477.51,1500451.61,1474343.43,1421944.62,1478330.85,1506483.34,1437092.45,1322260.07,1192402.24,1092052.44,2019-05-31
1612,Agente,EPMC,1021945.95,972058.84,955041.39,955493.48,962216.95,1006201.14,1041054.34,1148918.5,1222751.22,1284921.46,1342992.59,1384307.6,1390147.85,1362954.79,1317735.61,1309855.09,1285534.41,1272861.86,1371195.25,1391333.21,1327954.47,1202062.08,1088306.4,997519.24,2019-06-01
1613,Agente,EPMC,921035.73,880912.03,853727.83,841119.25,839754.88,844337.67,839172.68,898039.57,964223.29,1007481.85,1058102.58,1134287.58,1153597.6,1160178.05,1138435.83,1123956.39,1101072.93,1086394.48,1200897.29,1227256.02,1184468.44,1119531.75,1048820.44,959427.66,2019-06-02
1614,Agente,EPMC,891001.0,862746.31,834889.77,816090.66,838917.98,844926.55,850852.8,931820.31,1018681.12,1095439.59,1165877.29,1227390.95,1271561.65,1244297.53,1226174.57,1201795.44,1193394.03,1193559.12,1312752.0,1354368.11,1298267.39,1216387.1,1130068.49,1032650.98,2019-06-03
1615,Agente,EPMC,975854.91,951400.23,934313.3,939004.93,1010223.21,1117326.22,1208005.61,1305948.66,1381694.17,1434393.4,1510594.12,1558135.71,1545620.1,1514705.98,1513769.69,1540124.62,1518478.49,1478571.15,1547951.87,1591212.87,1522296.86,1393744.6,1262072.56,1157613.12,2019-06-04
1616,Agente,EPMC,1076347.19,1033452.71,1008503.95,1020368.67,1075458.13,1195577.16,1268661.76,1355623.86,1429050.16,1472040.62,1530537.08,1581886.34,1558877.21,1530826.35,1538620.52,1529946.69,1522619.21,1478822.45,1552390.67,1573236.06,1511469.25,1372907.39,1232466.08,1127851.57,2019-06-05
1617,Agente,EPMC,1043335.58,1000450.35,987294.82,977647.98,1022885.53,1140141.84,1218424.05,1332807.97,1398976.04,1463179.35,1525642.43,1579271.99,1547479.49,1505508.96,1502427.24,1508762.93,1494756.96,1440434.18,1529346.71,1556419.32,1479835.17,1373507.32,1207750.29,1107506.08,2019-06-06
1618,Agente,EPMC,1032675.46,1005775.28,969999.8,977019.54,1031941.35,1169065.75,1223211.03,1315428.17,1393742.47,1446591.63,1486955.86,1528463.74,1507200.83,1462564.78,1457379.83,1462583.79,1446602.6,1417725.91,1480951.59,1514181.99,1449974.6,1340554.32,1213737.17,1107806.85,2019-06-07
1619,Agente,EPMC,1026121.85,995234.38,948468.54,955376.52,989053.88,1045318.32,1102115.92,1229816.77,1323244.34,1372466.73,1428731.07,1452698.59,1460471.66,1429394.89,1367630.27,1374144.38,1343066.43,1331331.02,1409758.09,1471787.92,1396011.13,1304940.08,1173854.65,1084313.46,2019-06-08
1620,Agente,EPMC,1002294.57,950082.94,932711.17,911887.18,919011.45,908115.54,898207.96,978071.39,1051317.88,1119052.39,1181916.1,1225390.08,1241544.02,1234025.59,1194963.78,1183335.54,1162952.83,1163899.95,1270298.11,1308401.91,1271388.59,1207831.82,1128158.09,1057425.17,2019-06-09
1621,Agente,EPMC,993030.54,962507.15,943709.39,946995.44,990619.05,1080024.35,1191091.78,1332957.93,1404799.4,1450591.09,1519389.9,1554616.27,1565305.61,1539977.0,1539612.18,1542937.07,1531933.18,1495348.14,1562685.39,1602166.87,1533567.25,1410193.93,1261657.11,1140132.77,2019-06-10
1622,Agente,EPMC,1059451.07,1017057.05,989761.85,992898.81,1037368.08,1141607.85,1219340.16,1342616.6,1429634.53,1474522.14,1548591.86,1602108.47,1605913.23,1585627.31,1598151.48,1589664.09,1561428.48,1512619.14,1584340.42,1622965.51,1551454.0,1430531.38,1264420.53,1150980.24,2019-06-11
1623,Agente,EPMC,1064839.84,1034294.36,1005303.02,1006715.16,1052036.94,1157012.58,1226782.43,1342833.11,1398950.13,1442191.22,1499070.85,1538153.35,1536773.59,1524361.62,1535606.48,1553546.18,1526417.69,1486269.94,1545467.25,1581252.22,1516833.21,1388650.81,1242376.9,1133899.7,2019-06-12
1624,Agente,EPMC,1057893.36,1016877.12,991335.89,1008908.16,1056161.18,1148607.58,1229990.24,1350998.86,1433456.65,1471355.91,1531213.9,1572848.59,1562981.47,1555617.47,1562701.41,1573882.03,1544210.36,1470277.81,1543297.65,1567309.46,1499626.38,1381673.41,1236602.16,1123871.44,2019-06-13
1625,Agente,EPMC,1067916.59,1036282.71,1006808.47,1004135.19,1059937.11,1139434.37,1233264.37,1359264.02,1448494.75,1477771.51,1556056.64,1609006.38,1587757.03,1546653.88,1559111.22,1549533.37,1518466.08,1464870.36,1525466.2,1550825.71,1494620.91,1379330.83,1248136.69,1143967.81,2019-06-14
1626,Agente,EPMC,1049102.86,1018110.15,984895.11,990024.56,1017691.77,1078463.23,1126997.93,1239976.04,1339564.12,1393939.27,1446189.66,1451419.07,1440442.97,1418668.3,1378136.08,1358287.97,1317043.92,1304726.46,1386011.44,1419389.49,1343369.03,1236727.23,1116677.46,1030773.52,2019-06-15
1627,Agente,EPMC,950800.16,902159.31,858817.65,843826.63,845481.02,851617.22,832774.24,895046.81,963977.61,1024320.15,1075840.5,1121714.85,1123912.09,1098646.04,1069307.35,1048852.43,1035530.88,1038763.14,1135311.26,1203053.84,1162249.17,1121090.36,1056047.8,993374.19,2019-06-16
1628,Agente,EPMC,931325.58,897027.28,866953.13,878149.2,928802.47,1022313.64,1110877.36,1266991.24,1354550.58,1427836.69,1513559.38,1560579.45,1560488.03,1536224.98,1539369.21,1544920.06,1519504.39,1453784.66,1514005.55,1563763.8,1502594.2,1404774.16,1253301.33,1136364.88,2019-06-17
1629,Agente,EPMC,1056571.98,1017953.09,1007320.99,1010642.58,1070892.88,1134736.04,1200437.7,1333034.63,1425728.14,1498974.26,1567444.91,1605435.78,1604509.29,1585267.51,1584274.66,1570536.48,1538452.0,1491474.2,1559386.41,1617861.52,1564166.05,1445613.82,1292712.77,1181950.03,2019-06-18
1630,Agente,EPMC,1098422.49,1056404.44,1035794.25,1039309.85,1088980.35,1175306.83,1255713.63,1380017.33,1451493.92,1499247.55,1569954.07,1614787.14,1622327.15,1595765.42,1596944.2,1585677.94,1558201.2,1502033.62,1575573.29,1608002.11,1539903.88,1407318.69,1276990.29,1132113.09,2019-06-19
1631,Agente,EPMC,1070331.73,1033792.71,1021466.42,1013664.91,1067185.93,1151698.17,1219487.98,1351282.33,1444503.17,1489944.61,1539410.13,1580685.64,1579857.98,1544453.26,1560985.95,1558609.39,1529968.83,1457765.24,1549062.96,1584360.72,1525627.38,1403579.2,1254314.42,1144340.57,2019-06-20
1632,Agente,EPMC,1063153.41,1050782.34,1016069.47,1021070.93,1062666.66,1136030.99,1211151.28,1340821.77,1430430.34,1479970.83,1522857.61,1575533.61,1573239.02,1557690.15,1574852.88,1575804.55,1553559.38,1483977.66,1550890.45,1597169.64,1527992.98,1426367.23,1299531.14,1195746.14,2019-06-21
1633,Agente,EPMC,1115232.55,1074566.11,1037551.3,1036956.45,1066601.96,1110725.62,1164770.78,1267869.3,1358809.83,1432728.95,1493403.42,1513270.74,1512842.08,1458454.3,1409827.04,1397409.12,1362128.51,1343577.78,1426652.13,1470907.93,1402147.03,1297287.15,1197648.49,1114103.13,2019-06-22
1634,Agente,EPMC,1030671.13,984468.59,961647.84,948536.22,955588.93,938644.46,925226.96,983048.49,1051172.5,1102600.1,1162547.46,1196414.79,1219088.38,1206754.99,1178866.13,1146038.26,1133690.04,1122052.35,1222277.89,1272808.56,1228530.16,1170219.12,1086216.46,1010548.06,2019-06-23
1635,Agente,EPMC,945218.8,898490.22,889548.99,871198.24,891321.76,905093.24,906188.03,997027.41,1067615.06,1140573.33,1209031.09,1265540.7,1251947.96,1235631.86,1217909.73,1207107.87,1193898.43,1177675.05,1291185.34,1321821.4,1276982.79,1176360.03,1103242.65,1015011.87,2019-06-24
1636,Agente,EPMC,981876.48,954672.07,936017.34,917718.99,981911.6,1068160.58,1135906.78,1255614.8,1347361.8,1395155.78,1466769.89,1514364.02,1513088.41,1505599.77,1512441.04,1522043.75,1522264.94,1466390.36,1520725.45,1573982.32,1520818.02,1402047.41,1243197.8,1136096.76,2019-06-25
1637,Agente,EPMC,1065534.18,1020003.21,1003310.02,984972.6,1034996.4,1126368.85,1195878.88,1327904.65,1422618.65,1481219.99,1536676.16,1585621.37,1583583.68,1555623.64,1565639.14,1555354.87,1533556.77,1477998.32,1543938.86,1594071.32,1518100.11,1390294.63,1247134.39,1135225.77,2019-06-26
1638,Agente,EPMC,1053986.33,1016590.97,977642.47,984181.13,1032285.28,1113193.92,1193107.45,1337053.47,1415096.51,1455258.39,1523593.52,1582258.24,1591236.74,1581881.5,1582941.74,1571920.62,1557068.36,1482396.27,1543962.45,1589152.9,1532186.19,1429145.52,1289742.41,1175771.88,2019-06-27
1639,Agente,EPMC,1091145.08,1029518.86,1012465.76,1019941.46,1066038.99,1140624.85,1222143.13,1358351.03,1426469.53,1483757.27,1552349.16,1579185.47,1593037.19,1580015.02,1588360.64,1576792.06,1534602.99,1435482.88,1477163.38,1503852.6,1440215.15,1362703.23,1244626.66,1155491.38,2019-06-28
1640,Agente,EPMC,1059704.89,1011554.04,993585.89,971805.5,995103.87,1056949.25,1083436.12,1197423.3,1288244.93,1350732.58,1418650.21,1450331.77,1456097.08,1404920.45,1360484.63,1352792.74,1321889.12,1308348.66,1382369.39,1419438.56,1363068.97,1273470.41,1164508.66,1071567.9,2019-06-29
1641,Agente,EPMC,1006673.23,952759.25,925484.85,901718.77,907609.34,916376.21,898169.88,956830.97,1027127.98,1087868.12,1145168.61,1187497.1,1202781.2,1176846.62,1155807.03,1145900.81,1127543.86,1118603.8,1211136.22,1283176.89,1243690.64,1167702.95,1088547.97,1026548.37,2019-06-30
1642,Agente,EPMC,947095.52,909875.8,862551.65,867755.58,870965.53,876120.95,867378.26,935531.22,1015752.33,1078397.89,1145877.81,1200005.48,1204192.33,1187853.35,1162417.55,1123703.09,1112784.2,1114463.41,1250377.39,1312532.77,1268382.81,1171324.03,1089900.98,1019560.25,2019-07-01
1643,Agente,EPMC,952686.75,905776.95,901724.49,908348.72,971869.01,1095297.94,1167666.06,1268693.92,1347281.12,1400014.08,1474469.07,1509664.87,1495639.95,1475983.41,1483358.41,1514951.93,1503802.44,1447475.04,1504448.53,1542164.27,1484554.88,1385833.28,1220814.04,1106120.77,2019-07-02
1644,Agente,EPMC,1046072.02,1013114.36,987168.6,981575.26,1053844.42,1156591.67,1228811.19,1330010.04,1404343.65,1447970.84,1516986.48,1573696.25,1580322.65,1559742.27,1559970.93,1574630.68,1537334.85,1470414.4,1533176.79,1589593.88,1529519.34,1421102.66,1264985.35,1161038.29,2019-07-03
1645,Agente,EPMC,1058093.55,1021765.43,1004446.09,1007852.04,1058681.65,1169996.21,1250671.59,1346892.09,1419184.76,1462936.91,1538235.49,1578428.19,1521986.89,1539845.39,1557248.2,1581086.2,1550574.71,1486538.58,1543617.25,1563766.22,1501843.97,1366752.04,1233802.85,1117870.61,2019-07-04
1646,Agente,EPMC,1052319.04,1029545.05,991559.47,1001967.72,1045475.76,1177012.18,1244091.2,1326396.23,1420493.3,1456419.38,1530201.69,1583281.09,1571514.07,1569976.61,1564179.59,1575139.05,1535879.92,1482778.3,1525809.23,1573147.49,1489527.46,1373206.03,1232035.52,1153273.1,2019-07-05
1647,Agente,EPMC,1049378.42,1032268.56,985964.87,991190.92,1027001.89,1074089.02,1125041.86,1220213.54,1311591.85,1393283.3,1431421.98,1463714.1,1476769.02,1441330.01,1413957.19,1396312.0,1359740.2,1329458.04,1404526.64,1475285.4,1413245.55,1290978.93,1186757.36,1099902.68,2019-07-06
1648,Agente,EPMC,1024123.04,965659.02,943765.86,923119.15,922269.89,914299.15,910258.33,982041.4,1053493.21,1130386.33,1192217.87,1232486.22,1246800.13,1218721.17,1204042.92,1196059.83,1170976.48,1149170.08,1233692.92,1315660.41,1286232.41,1217922.5,1158139.87,1083241.45,2019-07-07
1649,Agente,EPMC,1009253.53,978419.04,954758.42,959809.68,1024270.72,1133472.46,1208557.0,1312756.81,1381388.66,1443435.72,1517576.64,1566287.12,1544808.06,1533015.26,1532204.98,1539580.86,1508266.72,1445431.42,1503612.5,1565531.45,1501506.95,1392121.07,1239586.29,1131704.33,2019-07-08
1650,Agente,EPMC,1063452.02,1009732.38,984806.7,992008.84,1049248.72,1175893.9,1240711.22,1316505.63,1386106.96,1436667.08,1496049.36,1529648.66,1521343.06,1507311.77,1505926.84,1521916.77,1508522.28,1455196.2,1515364.88,1577316.02,1502982.16,1395979.1,1254420.08,1134673.74,2019-07-09
1651,Agente,EPMC,1039429.57,1002425.81,981311.91,982509.55,1044212.7,1171448.78,1258281.49,1348876.93,1418456.68,1464908.17,1546007.77,1570620.5,1544035.99,1527814.42,1543612.68,1541798.55,1521765.64,1460341.18,1531313.29,1581907.7,1527066.34,1415807.88,1263065.86,1145824.84,2019-07-10
1652,Agente,EPMC,1063579.63,1018370.27,997940.49,991860.55,1045048.11,1169509.11,1241811.0,1331469.23,1376457.3,1433679.06,1504854.78,1543542.69,1544147.38,1528088.97,1535295.68,1537803.84,1511409.87,1448191.0,1500744.38,1562387.79,1507022.24,1396541.31,1260250.17,1137151.27,2019-07-11
1653,Agente,EPMC,1063490.18,1017569.63,989804.11,997534.99,1049869.62,1165142.2,1233169.26,1337824.71,1429406.32,1466602.06,1520861.97,1561570.74,1536695.78,1526188.94,1529231.52,1526571.77,1511135.18,1448839.13,1502610.07,1543549.8,1481736.62,1375776.79,1257300.52,1138713.39,2019-07-12
1654,Agente,EPMC,1053689.68,1020832.28,984051.82,975763.59,1012405.3,1072361.38,1103639.01,1232283.02,1332061.47,1380892.0,1431264.98,1472661.44,1460644.87,1421948.16,1374829.46,1366985.61,1348769.13,1304394.39,1375339.67,1452665.72,1386115.18,1284229.61,1168212.04,1061873.98,2019-07-13
1655,Agente,EPMC,993589.04,954961.62,918228.9,906224.62,906569.8,912748.46,894742.31,964341.48,1038198.39,1104420.25,1162082.05,1209947.99,1206564.26,1202699.54,1170199.01,1155260.5,1124633.86,1135360.87,1229994.98,1300622.63,1283407.92,1224617.14,1140536.47,1045512.31,2019-07-14
1656,Agente,EPMC,991436.64,961909.41,932231.28,941078.11,1001871.79,1117786.15,1196356.81,1290411.4,1372479.64,1410023.82,1481122.24,1530604.53,1527964.25,1512036.75,1516565.64,1507119.9,1487516.63,1422754.05,1487705.94,1552041.18,1485780.78,1374623.64,1238851.96,1104733.17,2019-07-15
1657,Agente,EPMC,1024328.79,999286.58,990791.4,986392.67,1052485.25,1170496.32,1237674.48,1329048.88,1382039.53,1427353.54,1503418.11,1537718.71,1514306.83,1495957.2,1511000.06,1521291.92,1495918.38,1454028.57,1507060.04,1555412.26,1504044.11,1386553.92,1229328.15,1123595.22,2019-07-16
1658,Agente,EPMC,1035869.52,990431.29,966775.8,975544.86,1035193.73,1159540.48,1241649.57,1336547.86,1406936.79,1446432.1,1512074.27,1564158.48,1558807.78,1537907.42,1537071.56,1529853.02,1505128.74,1464986.97,1505973.76,1565078.13,1518021.86,1404242.57,1266928.45,1139789.34,2019-07-17
1659,Agente,EPMC,1058874.23,1017617.12,987789.15,989347.17,1053926.41,1164844.18,1257935.35,1353124.59,1416474.09,1457204.12,1531580.18,1561435.1,1544296.18,1547790.95,1555892.52,1572188.05,1552471.76,1486577.13,1535076.52,1583463.96,1549744.6,1417706.13,1262995.83,1159971.92,2019-07-18
1660,Agente,EPMC,1090008.41,1033530.14,1016648.29,1003547.1,1070393.54,1183638.59,1255776.41,1354433.32,1428010.72,1487798.17,1540263.47,1589650.89,1587453.19,1545090.23,1544558.36,1533324.08,1523765.4,1451656.16,1497700.51,1553331.21,1512887.12,1358587.11,1221463.9,1106512.57,2019-07-19
1661,Agente,EPMC,1016017.41,986517.43,950693.85,935054.67,958871.87,987487.89,978020.14,1078754.3,1164058.25,1202342.46,1269889.21,1315074.51,1332677.65,1320906.53,1240153.16,1232620.22,1198293.69,1175206.66,1270706.8,1337050.26,1277844.2,1185707.46,1102123.08,1040005.64,2019-07-20
1662,Agente,EPMC,988465.26,936640.09,903452.82,878706.37,864704.69,882523.85,860613.51,938495.66,1006333.41,1084435.85,1142945.43,1181861.8,1187560.65,1180887.67,1159364.84,1135985.45,1113999.3,1105280.52,1208270.34,1275595.7,1255369.4,1200944.58,1123685.21,1028795.29,2019-07-21
1663,Agente,EPMC,999755.99,959290.29,945047.61,944795.9,1009131.46,1126694.43,1215532.95,1324011.54,1408068.65,1446117.77,1528604.1,1580499.37,1568387.27,1548863.36,1571649.92,1574554.25,1553283.56,1494581.12,1537625.91,1592499.92,1517786.99,1405373.48,1246782.13,1132048.26,2019-07-22
1664,Agente,EPMC,1057626.58,1015549.46,988172.67,985898.38,1058277.24,1164250.46,1241744.68,1318080.42,1402406.8,1451512.66,1501910.6,1557423.99,1545624.89,1529825.33,1531870.56,1537670.71,1508799.73,1437924.81,1508038.39,1566330.55,1499800.18,1368210.45,1244628.87,1135735.07,2019-07-23
1665,Agente,EPMC,1048456.88,996178.55,979421.62,991401.83,1038004.96,1170127.36,1244462.29,1326997.02,1389501.27,1434074.35,1501752.41,1549183.17,1520287.2,1513215.54,1519529.54,1524595.22,1496748.2,1453311.16,1517924.11,1563747.19,1488705.53,1372117.03,1226828.21,1108448.08,2019-07-24
1666,Agente,EPMC,1034549.13,997285.24,970637.24,984522.71,1042556.4,1170997.32,1248711.99,1340969.44,1416547.11,1459314.49,1529355.67,1581668.87,1566119.35,1538580.07,1540639.5,1538216.37,1518606.03,1466243.91,1536998.83,1565713.15,1520677.8,1404062.7,1260562.17,1141219.08,2019-07-25
1667,Agente,EPMC,1045832.64,1013601.48,994629.57,995348.11,1057665.28,1170026.26,1234725.3,1320036.55,1415720.96,1455213.36,1513027.2,1580165.63,1559837.8,1547344.48,1529379.2,1541915.34,1519613.48,1463015.74,1528019.03,1573263.4,1503958.2,1390368.83,1264080.11,1164191.72,2019-07-26
1668,Agente,EPMC,1074047.86,1030900.58,993621.3,987366.65,1008142.89,1055710.6,1108297.1,1225544.61,1356520.6,1417668.72,1469154.72,1493641.86,1487218.74,1439714.34,1392216.08,1360154.65,1359437.66,1330732.06,1398948.3,1459301.62,1385361.5,1287524.57,1176709.41,1068443.7,2019-07-27
1669,Agente,EPMC,994979.51,956962.59,932812.92,915041.01,904132.74,908968.08,890273.12,943053.22,1042679.86,1116708.62,1145748.45,1202538.9,1195168.31,1195224.26,1181038.1,1136042.46,1102640.32,1092729.14,1207004.88,1281169.7,1257609.37,1197004.9,1126585.89,1045755.42,2019-07-28
1670,Agente,EPMC,999602.0,969461.8,953204.52,959114.12,1008838.92,1129765.16,1207495.91,1312749.18,1387506.27,1438562.01,1514773.35,1565863.32,1551978.13,1540069.59,1550090.52,1563571.88,1534197.98,1452076.43,1516840.93,1576628.12,1521799.21,1410622.51,1260192.07,1154375.03,2019-07-29
1671,Agente,EPMC,1074397.99,1034975.63,1014766.81,1012046.93,1073212.55,1192822.12,1269138.31,1356656.36,1427061.77,1465453.52,1544146.39,1586295.19,1561867.73,1533523.4,1523318.71,1523161.2,1518323.42,1466730.98,1533055.26,1587842.14,1518318.44,1410613.42,1267322.41,1147848.05,2019-07-30
1672,Agente,EPMC,1071737.95,1032908.52,1005429.86,1008313.53,1067903.96,1178780.87,1239718.45,1347601.42,1410974.95,1466490.23,1527951.16,1576719.12,1577920.69,1562188.03,1554342.74,1565144.42,1529246.3,1478102.4,1554179.58,1594873.45,1534026.76,1431861.77,1299819.28,1169169.74,2019-07-31
1673,Agente,EPMC,1081969.11,1047754.21,1026097.01,1021132.38,1063943.8,1191669.4,1249775.03,1328726.44,1378174.23,1410359.19,1474891.47,1518211.27,1511563.21,1499822.65,1514897.26,1530340.65,1522377.79,1463846.38,1525218.55,1577955.26,1513659.33,1414597.92,1280254.82,1155730.96,2019-08-01
1674,Agente,EPMC,1062640.13,1015559.33,999721.14,1000464.42,1048430.05,1169201.46,1242777.43,1354191.04,1425717.85,1473041.1,1528139.39,1588626.99,1577263.36,1568870.47,1547798.95,1546655.44,1521628.44,1469770.14,1534555.31,1538916.02,1462942.67,1369137.06,1247268.26,1138404.34,2019-08-02
1675,Agente,EPMC,1039760.71,989756.48,975633.88,957646.4,993895.22,1058842.22,1097221.36,1207545.41,1305146.21,1370425.96,1430472.4,1467693.03,1460854.76,1413898.57,1366731.34,1358482.38,1333531.36,1315064.54,1407118.62,1433239.69,1354221.08,1257796.04,1154799.03,1057018.6,2019-08-03
1676,Agente,EPMC,992341.24,948504.77,912665.76,884353.74,904763.25,910478.11,880571.66,939443.2,1009011.53,1071398.32,1117498.64,1173246.98,1193125.57,1176208.33,1154737.09,1134541.08,1118306.03,1089414.65,1200646.67,1283573.95,1263922.38,1198916.41,1140090.35,1051101.78,2019-08-04
1677,Agente,EPMC,980096.29,955566.62,931865.95,949859.27,1006196.23,1130362.81,1203750.05,1306926.11,1386901.34,1450825.11,1512178.86,1551568.62,1545904.06,1538922.35,1550204.65,1563157.69,1548548.07,1464664.19,1532542.52,1583797.35,1525026.17,1397307.13,1258133.48,1121840.37,2019-08-05
1678,Agente,EPMC,1052678.89,1010277.64,996552.12,1006257.81,1050594.08,1179661.73,1245953.38,1333608.73,1396733.53,1454886.76,1511933.61,1559528.57,1554268.32,1541724.77,1540621.91,1546560.45,1531320.29,1461297.99,1533783.85,1543487.34,1486928.98,1367093.67,1221622.59,1110916.58,2019-08-06
1679,Agente,EPMC,1027106.09,981506.23,954437.84,943703.8,960043.17,974822.91,983554.3,1055072.81,1138408.17,1194446.26,1268823.64,1321376.19,1333559.27,1307451.7,1267675.67,1243046.34,1228107.92,1216379.12,1319201.85,1389054.54,1357437.56,1283400.46,1187649.01,1101897.32,2019-08-07
1680,Agente,EPMC,1018493.04,981860.45,963117.54,963589.79,1023894.57,1156440.68,1242780.71,1336769.76,1402154.28,1463168.95,1531539.58,1576049.76,1554759.42,1555147.41,1570734.3,1580714.5,1578681.46,1510990.12,1562360.54,1616558.13,1540191.85,1441829.24,1303890.28,1163469.22,2019-08-08
1681,Agente,EPMC,1096511.78,1050266.95,1020662.98,1022915.07,1087388.1,1209247.9,1273876.42,1379064.07,1437647.89,1484615.35,1556008.69,1596253.42,1579482.63,1573952.74,1580208.39,1589706.55,1557608.24,1484491.28,1541354.13,1594858.34,1539182.61,1428166.98,1303867.69,1196680.71,2019-08-09
1682,Agente,EPMC,1108745.61,1048161.26,1030969.37,1021529.02,1052500.04,1110349.6,1146463.56,1240885.79,1352946.83,1428561.99,1486237.42,1511114.92,1499992.01,1432773.03,1402047.99,1393583.63,1367960.41,1358249.37,1432471.32,1469684.99,1417160.78,1320133.86,1200619.62,1109041.13,2019-08-10
1683,Agente,EPMC,1052859.3,988726.38,958310.48,933303.55,931390.33,918763.78,924329.89,987851.61,1056740.79,1132720.84,1187755.29,1238542.35,1247693.05,1229486.41,1195838.02,1177740.07,1183832.31,1157407.47,1280502.4,1355309.32,1320129.77,1247238.7,1172662.19,1077487.86,2019-08-11
1684,Agente,EPMC,1000173.22,993379.47,962948.46,962244.57,1011373.29,1148448.32,1228772.43,1334101.21,1406789.12,1450667.26,1542075.69,1594470.48,1597869.61,1579274.19,1578983.06,1599306.74,1586862.82,1503137.83,1574767.05,1617567.73,1558642.68,1462643.26,1314573.19,1189558.58,2019-08-12
1685,Agente,EPMC,1122874.06,1083459.86,1055806.52,1052715.76,1105786.49,1227435.95,1292190.58,1398767.97,1481747.05,1521975.86,1585179.35,1621236.17,1598519.35,1583198.02,1598434.07,1596546.35,1584316.73,1498539.38,1580549.64,1640383.8,1553336.92,1455217.78,1310589.0,1189852.83,2019-08-13
1686,Agente,EPMC,1124503.53,1079281.47,1058982.29,1038604.98,1098648.75,1221830.56,1290427.78,1407336.97,1464034.6,1526212.95,1593554.79,1635935.62,1609559.06,1595185.17,1604018.95,1618106.14,1586281.06,1516381.82,1600455.36,1617270.74,1556019.01,1444648.77,1291747.84,1188510.81,2019-08-14
1687,Agente,EPMC,1088381.75,1049698.74,1020097.41,1028274.59,1098784.57,1229811.36,1290753.18,1382367.21,1447952.77,1495086.49,1559764.17,1619144.49,1604436.66,1573500.89,1590407.9,1589222.64,1561656.29,1501320.45,1557432.63,1585963.04,1523260.95,1420266.75,1287963.26,1152903.42,2019-08-15
1688,Agente,EPMC,1084489.37,1041818.34,1027471.37,1043422.31,1098592.03,1207519.14,1276718.69,1386801.93,1454358.16,1469273.3,1528062.27,1576849.52,1568385.35,1546918.2,1552814.59,1544188.72,1510753.24,1444415.44,1532332.48,1534470.43,1475371.65,1376386.71,1242990.7,1129227.14,2019-08-16
